cohort,scope,outcome_id,adjustment,exposure_model,analysis_family,minimum_baseline_opportunities,outcome_coding_status,n,people,parameters,matrix_rank,events,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,model_status,warnings,term,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,alcohol_loss_n,alcohol_loss_events,alcohol_loss_nonevents,activity_loss_n,activity_loss_events,activity_loss_nonevents,work_loss_n,work_loss_events,work_loss_nonevents,extended_loss_1_n,extended_loss_1_events,extended_loss_1_nonevents,extended_loss_2plus_n,extended_loss_2plus_events,extended_loss_2plus_nonevents,work_exit_retirement_n,work_exit_retirement_events,work_exit_retirement_nonevents,work_exit_no_retirement_n,work_exit_no_retirement_events,work_exit_no_retirement_nonevents,standardized_estimate,standardized_standard_error,standardized_ci_low,standardized_ci_high
share,comparable_22_30_months,mortality,full,mutually_adjusted_components,core,2,PASS_SOURCE_STATUS,25874,18535,17,17,831.0,,,,PASS,,alcohol_loss,risk_ratio,1.626524195362658,0.07450311254749026,1.4055404984488842,1.8822516754371232,6.61241599014092e-11,,,,,,,4387.0,266.0,4121.0,2433.0,243.0,2190.0,3263.0,87.0,3176.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,mortality,full,mutually_adjusted_components,core,2,PASS_SOURCE_STATUS,25874,18535,17,17,831.0,,,,PASS,,activity_loss,risk_ratio,2.0118729064247205,0.07824158443804219,1.7258425997887759,2.3453080785589817,4.08237387801423e-19,,,,,,,4387.0,266.0,4121.0,2433.0,243.0,2190.0,3263.0,87.0,3176.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,mortality,full,mutually_adjusted_components,core,2,PASS_SOURCE_STATUS,25874,18535,17,17,831.0,,,,PASS,,work_loss,risk_ratio,1.5128063883260088,0.12173543346924366,1.1916863394370898,1.9204576681151082,0.0006725238983777078,,,,,,,4387.0,266.0,4121.0,2433.0,243.0,2190.0,3263.0,87.0,3176.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,mortality,full,extended_score_categorical,enrichment,1,PASS_SOURCE_STATUS,34450,30215,15,15,1780.0,,,,PASS,,extended_loss_1,risk_ratio,1.6774717292613894,0.05269109947828761,1.512879940244609,1.8599700661086374,9.47891252874961e-23,,,,,,,,,,,,,,,,9645.0,575.0,9070.0,1963.0,160.0,1803.0,,,,,,,,,,
share,comparable_22_30_months,mortality,full,extended_score_categorical,enrichment,1,PASS_SOURCE_STATUS,34450,30215,15,15,1780.0,,,,PASS,,extended_loss_2plus,risk_ratio,3.161947546701825,0.09053020712799172,2.647861159587032,3.7758446102411938,4.814939195321167e-37,,,,,,,,,,,,,,,,9645.0,575.0,9070.0,1963.0,160.0,1803.0,,,,,,,,,,
share,comparable_22_30_months,mortality,full,work_exit_phenotype,enrichment,1,PASS_SOURCE_STATUS,10577,8231,16,16,180.0,,,,NOT_EVALUABLE_WORK_EXIT_NO_RETIREMENT_EVENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3049.0,80.0,2969.0,330.0,14.0,316.0,,,,
share,comparable_22_30_months,incident_heart_disease,basic,any_withdrawal,core,2,PASS_BASELINE_FREE_RISK_SET,30552,19129,10,10,1366.0,9085.0,470.0,8615.0,PASS,,any_withdrawal,risk_ratio,1.259471187140077,0.05632109256864019,1.1278403700148787,1.4064647031699251,4.203259256785811e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_heart_disease,basic,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,30552,19129,11,11,1366.0,,,,PASS,,loss_1,risk_ratio,1.2032592533096502,0.05971746509683824,1.0703544321210547,1.3526667309689344,0.0019451007285992915,7914.0,389.0,7525.0,1171.0,81.0,1090.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_heart_disease,basic,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,30552,19129,11,11,1366.0,,,,PASS,,loss_2plus,risk_ratio,1.6455036564292493,0.11338683142833135,1.317600666277273,2.0550098012414257,1.1207802953221177e-05,7914.0,389.0,7525.0,1171.0,81.0,1090.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_heart_disease,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,30552,19129,12,12,1366.0,,,,PASS,,alcohol_loss,risk_ratio,1.1510114496509949,0.07023207610376006,1.0029932082644841,1.32087370713116,0.045228925740789176,,,,,,,4292.0,236.0,4056.0,2183.0,159.0,2024.0,3824.0,157.0,3667.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_heart_disease,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,30552,19129,12,12,1366.0,,,,PASS,,activity_loss,risk_ratio,1.4708935712934383,0.08235001754308915,1.2516554301061908,1.7285331458105928,2.789615072997538e-06,,,,,,,4292.0,236.0,4056.0,2183.0,159.0,2024.0,3824.0,157.0,3667.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_heart_disease,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,30552,19129,12,12,1366.0,,,,PASS,,work_loss,risk_ratio,1.1259429763150184,0.08859683776769496,0.9464607995217251,1.339461271458631,0.18060844947741816,,,,,,,4292.0,236.0,4056.0,2183.0,159.0,2024.0,3824.0,157.0,3667.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_heart_disease,full,any_withdrawal,core,2,PASS_BASELINE_FREE_RISK_SET,17606,12787,15,15,802.0,5680.0,296.0,5384.0,PASS,,any_withdrawal,risk_ratio,1.1653190323399092,0.07337862764671661,1.0092176529022059,1.3455654914760107,0.03706873349563475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_heart_disease,full,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,17606,12787,16,16,802.0,,,,PASS,,loss_1,risk_ratio,1.1373291253781936,0.07694011694385056,0.9781255753220723,1.3224452688578394,0.09442501110181079,4967.0,248.0,4719.0,713.0,48.0,665.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_heart_disease,full,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,17606,12787,16,16,802.0,,,,PASS,,loss_2plus,risk_ratio,1.3586546051517405,0.1487924526185965,1.0149781659517187,1.818701522873785,0.03940978799097632,4967.0,248.0,4719.0,713.0,48.0,665.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_heart_disease,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,17606,12787,17,17,802.0,,,,PASS,,alcohol_loss,risk_ratio,1.025460213672503,0.08946677795015315,0.8605271074756086,1.2220052578123601,0.7786989448912098,,,,,,,2766.0,150.0,2616.0,1361.0,110.0,1251.0,2295.0,85.0,2210.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_heart_disease,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,17606,12787,17,17,802.0,,,,PASS,,activity_loss,risk_ratio,1.4573875034572887,0.10030229619961696,1.1972850839057818,1.773995486776324,0.00017327021913827223,,,,,,,2766.0,150.0,2616.0,1361.0,110.0,1251.0,2295.0,85.0,2210.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_heart_disease,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,17606,12787,17,17,802.0,,,,PASS,,work_loss,risk_ratio,0.9931686958952264,0.11986625310592133,0.7852224046318736,1.2561843022916026,0.9543965469926625,,,,,,,2766.0,150.0,2616.0,1361.0,110.0,1251.0,2295.0,85.0,2210.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_hypertension,basic,any_withdrawal,core,2,PASS_BASELINE_FREE_RISK_SET,18376,11713,10,10,1928.0,5220.0,607.0,4613.0,PASS,,any_withdrawal,risk_ratio,1.2121203945330206,0.04704759044680033,1.105347356451274,1.3292073684057821,4.3349013530863714e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_hypertension,basic,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,18376,11713,11,11,1928.0,,,,PASS,,loss_1,risk_ratio,1.1785661253157707,0.04948311646457486,1.069630675102629,1.2985959958642317,0.0008992232530416441,4603.0,521.0,4082.0,617.0,86.0,531.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_hypertension,basic,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,18376,11713,11,11,1928.0,,,,PASS,,loss_2plus,risk_ratio,1.4775907559856318,0.10375827508535349,1.2056880640826901,1.810812022789051,0.00016807821424699867,4603.0,521.0,4082.0,617.0,86.0,531.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_hypertension,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,18376,11713,12,12,1928.0,,,,PASS,,alcohol_loss,risk_ratio,1.159332899229245,0.06100349379711364,1.0286837805046392,1.3065752534524635,0.015369820856761772,,,,,,,2379.0,292.0,2087.0,1167.0,178.0,989.0,2312.0,225.0,2087.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_hypertension,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,18376,11713,12,12,1928.0,,,,PASS,,activity_loss,risk_ratio,1.382498532423739,0.07475059705693037,1.194089433771277,1.6006357129527153,1.471084946807875e-05,,,,,,,2379.0,292.0,2087.0,1167.0,178.0,989.0,2312.0,225.0,2087.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_hypertension,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,18376,11713,12,12,1928.0,,,,PASS,,work_loss,risk_ratio,1.0763254851590205,0.07016801860555266,0.9380295025717406,1.235010782525148,0.2945281265238394,,,,,,,2379.0,292.0,2087.0,1167.0,178.0,989.0,2312.0,225.0,2087.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_hypertension,full,any_withdrawal,core,2,PASS_BASELINE_FREE_RISK_SET,10633,7838,15,15,1106.0,3307.0,367.0,2940.0,PASS,,any_withdrawal,risk_ratio,1.0373647916908713,0.06191776879146783,0.9188127297876376,1.1712133236209805,0.5535443060395497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_hypertension,full,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,10633,7838,16,16,1106.0,,,,PASS,,loss_1,risk_ratio,1.0273422638108618,0.06470638248314889,0.9049758342069717,1.1662544867144427,0.6767622905196221,2925.0,317.0,2608.0,382.0,50.0,332.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_hypertension,full,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,10633,7838,16,16,1106.0,,,,PASS,,loss_2plus,risk_ratio,1.1115446003960139,0.1369691598968582,0.8498426702432086,1.453835447349271,0.44006950740471407,2925.0,317.0,2608.0,382.0,50.0,332.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_hypertension,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,10633,7838,17,17,1106.0,,,,PASS,,alcohol_loss,risk_ratio,0.976263644971465,0.07851658919946841,0.8370158365834208,1.1386770271675515,0.7596383465721961,,,,,,,1550.0,179.0,1371.0,743.0,109.0,634.0,1412.0,131.0,1281.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_hypertension,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,10633,7838,17,17,1106.0,,,,PASS,,activity_loss,risk_ratio,1.2344520109080142,0.0963567967067941,1.022010028682253,1.491053633984073,0.028822289019596506,,,,,,,1550.0,179.0,1371.0,743.0,109.0,634.0,1412.0,131.0,1281.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_hypertension,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,10633,7838,17,17,1106.0,,,,PASS,,work_loss,risk_ratio,0.9567665697774638,0.09313207236834052,0.7971349088746749,1.1483655512415323,0.6351076669708839,,,,,,,1550.0,179.0,1371.0,743.0,109.0,634.0,1412.0,131.0,1281.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_iadl,basic,any_withdrawal,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,35530,22161,10,10,1341.0,10638.0,590.0,10048.0,PASS,,any_withdrawal,risk_ratio,1.8392450442341173,0.053899145942777685,1.6548573314181014,2.0441776269866776,1.2329202964910372e-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_iadl,basic,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,35530,22161,11,11,1341.0,,,,PASS,,loss_1,risk_ratio,1.5586965608788916,0.059079158511647606,1.388267978020002,1.7500475465556549,5.787567397290242e-14,9295.0,431.0,8864.0,1343.0,159.0,1184.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_iadl,basic,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,35530,22161,11,11,1341.0,,,,PASS,,loss_2plus,risk_ratio,3.775474745606384,0.08272306460489287,3.2103883396313555,4.440026578326155,4.8714734577230676e-58,9295.0,431.0,8864.0,1343.0,159.0,1184.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_iadl,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,35530,22161,12,12,1341.0,,,,PASS,,alcohol_loss,risk_ratio,1.5092769184411399,0.061639056026263996,1.3375242685367632,1.7030844748942005,2.420894838699507e-11,,,,,,,5062.0,342.0,4720.0,2533.0,291.0,2242.0,4441.0,121.0,4320.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_iadl,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,35530,22161,12,12,1341.0,,,,PASS,,activity_loss,risk_ratio,2.429996953964512,0.06420630494765832,2.1426598087604933,2.7558668772961776,1.7107427688483445e-43,,,,,,,5062.0,342.0,4720.0,2533.0,291.0,2242.0,4441.0,121.0,4320.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_iadl,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,35530,22161,12,12,1341.0,,,,PASS,,work_loss,risk_ratio,1.4046299678353826,0.09800693413132588,1.1591463614085848,1.702102005603221,0.0005266244409520834,,,,,,,5062.0,342.0,4720.0,2533.0,291.0,2242.0,4441.0,121.0,4320.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_iadl,full,any_withdrawal,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,20530,14850,15,15,842.0,6653.0,362.0,6291.0,PASS,,any_withdrawal,risk_ratio,1.437445276198421,0.06789837057954146,1.2583345529803898,1.6420505319282575,9.078069417614761e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_iadl,full,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,20530,14850,16,16,842.0,,,,PASS,,loss_1,risk_ratio,1.257495953145396,0.07435247605645653,1.0869702399135885,1.4547740261065076,0.002059116349060715,5822.0,268.0,5554.0,831.0,94.0,737.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_iadl,full,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,20530,14850,16,16,842.0,,,,PASS,,loss_2plus,risk_ratio,2.625159534117027,0.1075165937826322,2.1263630191792227,3.2409623932538265,2.7906920260372887e-19,5822.0,268.0,5554.0,831.0,94.0,737.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_iadl,full,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,20530,14850,17,17,842.0,,,,PASS,,alcohol_loss,risk_ratio,1.2438834758785555,0.07772591971205912,1.0681181029610456,1.4485721169545098,0.004988222390928936,,,,,,,3282.0,219.0,3063.0,1590.0,181.0,1409.0,2647.0,60.0,2587.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_iadl,full,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,20530,14850,17,17,842.0,,,,PASS,,activity_loss,risk_ratio,2.004851334277617,0.08067284398608283,1.7116435371764696,2.348286185326413,6.573311271763908e-18,,,,,,,3282.0,219.0,3063.0,1590.0,181.0,1409.0,2647.0,60.0,2587.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_iadl,full,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,20530,14850,17,17,842.0,,,,PASS,,work_loss,risk_ratio,1.1165023331246833,0.13543529469236018,0.8562033112844452,1.4559362752320952,0.41582875407819087,,,,,,,3282.0,219.0,3063.0,1590.0,181.0,1409.0,2647.0,60.0,2587.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,iadl_count_increase,basic,any_withdrawal,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,36846,22851,11,11,1587.0,11379.0,748.0,10631.0,PASS,,any_withdrawal,risk_ratio,1.8110957506548626,0.0506602900058986,1.639907282782293,2.000154430971905,9.623426293052887e-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,iadl_count_increase,basic,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,36846,22851,12,12,1587.0,,,,PASS,,loss_1,risk_ratio,1.618561646050899,0.0536700641361248,1.4569518645396693,1.7980977037252461,2.906828833861857e-19,9812.0,546.0,9266.0,1567.0,202.0,1365.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,iadl_count_increase,basic,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,36846,22851,12,12,1587.0,,,,PASS,,loss_2plus,risk_ratio,3.0118001173751066,0.08328314923460803,2.5582053375370566,3.545821679722498,5.263933208572224e-40,9812.0,546.0,9266.0,1567.0,202.0,1365.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,iadl_count_increase,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,36846,22851,13,13,1587.0,,,,PASS,,alcohol_loss,risk_ratio,1.426996293209708,0.05739220579672168,1.2751771173432689,1.5968906539640206,5.811102874514734e-10,,,,,,,5470.0,422.0,5048.0,2985.0,393.0,2592.0,4549.0,140.0,4409.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,iadl_count_increase,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,36846,22851,13,13,1587.0,,,,PASS,,activity_loss,risk_ratio,2.191282264376149,0.06254200597568982,1.938485120073831,2.477046592953255,4.3227233786550437e-36,,,,,,,5470.0,422.0,5048.0,2985.0,393.0,2592.0,4549.0,140.0,4409.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,iadl_count_increase,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,36846,22851,13,13,1587.0,,,,PASS,,work_loss,risk_ratio,1.4453604100751132,0.09000704864505371,1.2116076759123489,1.724210531630561,4.2664779938425825e-05,,,,,,,5470.0,422.0,5048.0,2985.0,393.0,2592.0,4549.0,140.0,4409.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,iadl_count_increase,full,any_withdrawal,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,21325,15365,16,16,986.0,7121.0,465.0,6656.0,PASS,,any_withdrawal,risk_ratio,1.5014221535987324,0.06356739905072215,1.325544009802493,1.7006364682323472,1.6222121333519641e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,iadl_count_increase,full,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,21325,15365,17,17,986.0,,,,PASS,,loss_1,risk_ratio,1.3652916263744734,0.06776031827794525,1.1954949313197196,1.5592046241388426,4.324617972163971e-06,6159.0,344.0,5815.0,962.0,121.0,841.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,iadl_count_increase,full,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,21325,15365,17,17,986.0,,,,PASS,,loss_2plus,risk_ratio,2.3439539197840396,0.10400107078145483,1.9117152192729627,2.8739217654815823,2.5976013659739736e-16,6159.0,344.0,5815.0,962.0,121.0,841.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,iadl_count_increase,full,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,21325,15365,18,18,986.0,,,,PASS,,alcohol_loss,risk_ratio,1.2501206132748823,0.07153148886570294,1.0865862439555705,1.4382673776962243,0.001803213864009643,,,,,,,3533.0,268.0,3265.0,1876.0,249.0,1627.0,2711.0,73.0,2638.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,iadl_count_increase,full,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,21325,15365,18,18,986.0,,,,PASS,,activity_loss,risk_ratio,1.9128867302935293,0.07724834970844109,1.6441269188498047,2.2255797900887853,4.6009983220023465e-17,,,,,,,3533.0,268.0,3265.0,1876.0,249.0,1627.0,2711.0,73.0,2638.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,iadl_count_increase,full,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,21325,15365,18,18,986.0,,,,PASS,,work_loss,risk_ratio,1.2096354287364128,0.12349764208433711,0.9495834017732284,1.5409050618639168,0.12329875647500266,,,,,,,3533.0,268.0,3265.0,1876.0,249.0,1627.0,2711.0,73.0,2638.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,word_recall_change,basic,any_withdrawal,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,35847,22228,11,11,,10909.0,,,PASS,,any_withdrawal,mean_difference,-0.358411232686525,0.03236278514833436,-0.4218411260166681,-0.29498133935638193,1.6625898303309928e-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11729900528007782,0.010591527719536274,-0.13805801815162658,-0.09653999240852906
share,comparable_22_30_months,word_recall_change,basic,score_categorical,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,35847,22228,12,12,,,,,PASS,,loss_1,mean_difference,-0.31304269793649087,0.03374503755772746,-0.37918175620658817,-0.24690363966639356,1.7480355954175175e-20,9488.0,,,1421.0,,,,,,,,,,,,,,,,,,,,,,,,-0.10245102198082635,0.011043904257661157,-0.1240966765745508,-0.08080536738710192
share,comparable_22_30_months,word_recall_change,basic,score_categorical,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,35847,22228,12,12,,,,,PASS,,loss_2plus,mean_difference,-0.6800214960890693,0.07648926300817116,-0.8299376967890966,-0.5301052953890419,6.087962500483487e-19,9488.0,,,1421.0,,,,,,,,,,,,,,,,,,,,,,,,-0.22255397651022632,0.02503301695712186,-0.2716177881705656,-0.17349016484988702
share,comparable_22_30_months,word_recall_change,basic,mutually_adjusted_components,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,35847,22228,13,13,,,,,PASS,,alcohol_loss,mean_difference,-0.36613292142264564,0.04243466799470679,-0.4493033423881855,-0.2829625004571058,6.234917990915221e-18,,,,,,,5174.0,,,2780.0,,,4431.0,,,,,,,,,,,,,,,-0.11982612029553136,0.013887802309820294,-0.1470457126471913,-0.0926065279438714
share,comparable_22_30_months,word_recall_change,basic,mutually_adjusted_components,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,35847,22228,13,13,,,,,PASS,,activity_loss,mean_difference,-0.3734452386723868,0.05591163195933887,-0.48303002362954967,-0.263860453715224,2.402422930462547e-11,,,,,,,5174.0,,,2780.0,,,4431.0,,,,,,,,,,,,,,,-0.12221925829307058,0.018298474529542356,-0.15808360934299712,-0.08635490724314404
share,comparable_22_30_months,word_recall_change,basic,mutually_adjusted_components,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,35847,22228,13,13,,,,,PASS,,work_loss,mean_difference,-0.22508271967558066,0.046161046748525905,-0.3155567087913612,-0.1346087305598001,1.0824131167765002e-06,,,,,,,5174.0,,,2780.0,,,4431.0,,,,,,,,,,,,,,,-0.0736639276782154,0.015107352595238096,-0.1032737946666298,-0.04405406068980101
share,comparable_22_30_months,word_recall_change,full,any_withdrawal,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,20775,14954,16,16,,6870.0,,,PASS,,any_withdrawal,mean_difference,-0.22231015227316367,0.041239723558671657,-0.3031385251805481,-0.14148177936577921,7.0191575183948e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0728756628696136,0.013518825659410124,-0.09937207427533339,-0.046379251463893795
share,comparable_22_30_months,word_recall_change,full,score_categorical,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,20775,14954,17,17,,,,,PASS,,loss_1,mean_difference,-0.20061217579690774,0.04289991996110491,-0.2846944738603243,-0.11652987773349115,2.921210944667119e-06,5970.0,,,900.0,,,,,,,,,,,,,,,,,,,,,,,,-0.06576283242769357,0.01406305592547736,-0.09332591555420179,-0.03819974930118535
share,comparable_22_30_months,word_recall_change,full,score_categorical,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,20775,14954,17,17,,,,,PASS,,loss_2plus,mean_difference,-0.38180122548953827,0.09598918164486325,-0.5699365644189435,-0.19366588656013306,6.96306435535794e-05,5970.0,,,900.0,,,,,,,,,,,,,,,,,,,,,,,,-0.1251585548724385,0.0314662878377489,-0.18683134576159707,-0.06348576398327992
share,comparable_22_30_months,word_recall_change,full,mutually_adjusted_components,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,20775,14954,18,18,,,,,PASS,,alcohol_loss,mean_difference,-0.18039775290604088,0.05272780325358479,-0.28374234826698097,-0.07705315754510081,0.0006232202438962169,,,,,,,3383.0,,,1766.0,,,2656.0,,,,,,,,,,,,,,,-0.059136326833434914,0.017284741944857275,-0.09301379852742399,-0.02525885513944585
share,comparable_22_30_months,word_recall_change,full,mutually_adjusted_components,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,20775,14954,18,18,,,,,PASS,,activity_loss,mean_difference,-0.29461030539560007,0.06961450446374574,-0.43105222694614453,-0.15816838384505558,2.315969224482637e-05,,,,,,,3383.0,,,1766.0,,,2656.0,,,,,,,,,,,,,,,-0.09657643195503947,0.022820384522527094,-0.14130356373254785,-0.05184930017753108
share,comparable_22_30_months,word_recall_change,full,mutually_adjusted_components,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,20775,14954,18,18,,,,,PASS,,work_loss,mean_difference,-0.11985823361298209,0.060062692292197746,-0.23757894732020118,-0.0021375199057629968,0.045982694379539134,,,,,,,3383.0,,,1766.0,,,2656.0,,,,,,,,,,,,,,,-0.039290820214968165,0.019689197590711773,-0.07788093837725606,-0.0007007020526802844
share,all_primary_wave_intervals,incident_diabetes,basic,any_withdrawal,core,2,PASS_BASELINE_FREE_RISK_SET,39938,21479,12,12,1052.0,11711.0,392.0,11319.0,PASS,,any_withdrawal,risk_ratio,1.568518928893489,0.06382204552229397,1.384090030587858,1.7775228315547127,1.7520089251028902e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
