cohort,outcome_id,analysis_family,model_id,outcome_coding_status,n,people,events,nonevents,parameters,matrix_rank,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,model_status,warnings,term,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,two_domain_any_n,two_domain_any_events,two_domain_any_nonevents,alcohol_loss_n,alcohol_loss_events,alcohol_loss_nonevents,activity_loss_n,activity_loss_events,activity_loss_nonevents,work_loss_n,work_loss_events,work_loss_nonevents,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,direction_expansion_n,direction_expansion_events,direction_expansion_nonevents,direction_mixed_n,direction_mixed_events,direction_mixed_nonevents,direction_contraction_1_n,direction_contraction_1_events,direction_contraction_1_nonevents,direction_contraction_2_plus_n,direction_contraction_2_plus_events,direction_contraction_2_plus_nonevents
share,incident_cancer,specificity,two_domain_any_current_adjusted,PASS_BASELINE_FREE_RISK_SET,31494,22375,856,30638,18,18,,,,PASS,,two_domain_any,risk_ratio,1.0136588380597031,0.1392283392096985,0.7715790624636248,1.3316901533016752,0.9223770513553677,6521.0,209.0,6312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_cancer,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,31494,22375,856,30638,20,20,,,,PASS,,alcohol_loss,risk_ratio,1.0148130417366965,0.1488306410113112,0.7580557888487699,1.358535248761668,0.9212974266680583,,,,3546.0,104.0,3442.0,3459.0,124.0,3335.0,2499.0,57.0,2442.0,,,,,,,,,,,,,,,,,,
share,incident_cancer,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,31494,22375,856,30638,20,20,,,,PASS,,activity_loss,risk_ratio,0.9016878028445167,0.22156321486108219,0.5840650841865007,1.392038174873942,0.6404452613774455,,,,3546.0,104.0,3442.0,3459.0,124.0,3335.0,2499.0,57.0,2442.0,,,,,,,,,,,,,,,,,,
share,incident_cancer,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,31494,22375,856,30638,20,20,,,,PASS,,work_loss,risk_ratio,0.8960416959951897,0.1693226470725531,0.642984525320158,1.2486936922193526,0.5168044564274004,,,,3546.0,104.0,3442.0,3459.0,124.0,3335.0,2499.0,57.0,2442.0,,,,,,,,,,,,,,,,,,
share,incident_cancer,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,31494,22375,856,30638,19,19,,,,PASS,,loss_1,risk_ratio,0.9179102450890483,0.13665555366954038,0.7022290621260644,1.1998353008753433,0.5307905146183614,,,,,,,,,,,,,7757.0,220.0,7537.0,857.0,32.0,825.0,,,,,,,,,,,,
share,incident_cancer,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,31494,22375,856,30638,19,19,,,,PASS,,loss_2plus,risk_ratio,1.0270106864579787,0.28387190303390375,0.5887660518303599,1.7914602019254873,0.9251976473474569,,,,,,,,,,,,,7757.0,220.0,7537.0,857.0,32.0,825.0,,,,,,,,,,,,
share,incident_cancer,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,31494,22375,856,30638,21,21,,,,PASS,,direction_expansion,risk_ratio,0.7782731209262803,0.41279810508029885,0.3465434123343719,1.7478590825783684,0.5436751904264452,,,,,,,,,,,,,,,,,,,3555.0,87.0,3468.0,844.0,28.0,816.0,6940.0,193.0,6747.0,830.0,31.0,799.0
share,incident_cancer,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,31494,22375,856,30638,21,21,,,,PASS,,direction_mixed,risk_ratio,1.1075350603112766,0.19291965734629699,0.7588290931126608,1.616482447697335,0.5965092573091066,,,,,,,,,,,,,,,,,,,3555.0,87.0,3468.0,844.0,28.0,816.0,6940.0,193.0,6747.0,830.0,31.0,799.0
share,incident_cancer,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,31494,22375,856,30638,21,21,,,,PASS,,direction_contraction_1,risk_ratio,1.0464232435073577,0.39563115350185213,0.48188735396119453,2.2723186146126535,0.9086848753725375,,,,,,,,,,,,,,,,,,,3555.0,87.0,3468.0,844.0,28.0,816.0,6940.0,193.0,6747.0,830.0,31.0,799.0
share,incident_cancer,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,31494,22375,856,30638,21,21,,,,PASS,,direction_contraction_2_plus,risk_ratio,1.4267727206728087,0.806796186815964,0.29350035976470873,6.935870191396149,0.6595558641378972,,,,,,,,,,,,,,,,,,,3555.0,87.0,3468.0,844.0,28.0,816.0,6940.0,193.0,6747.0,830.0,31.0,799.0
share,incident_cancer,current_state_decomposition,three_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,31494,22375,856,30638,15,15,8614.0,252.0,8362.0,PASS,,any_withdrawal,risk_ratio,1.1290126987521356,0.07716138112514799,0.9705522931737878,1.3133446625274596,0.11581283414344083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_cancer,current_state_decomposition,two_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,31494,22375,856,30638,15,15,,,,PASS,,two_domain_any,risk_ratio,1.2317338494144963,0.08017833729728592,1.0526135397580079,1.4413345624855298,0.009336231575833541,6521.0,209.0,6312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_cancer,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,31494,22375,856,30638,17,17,,,,PASS,,alcohol_loss,risk_ratio,1.0686612615763418,0.10591691665702818,0.8683272369419273,1.3152148676298134,0.5306790335438307,,,,3546.0,104.0,3442.0,3459.0,124.0,3335.0,2499.0,57.0,2442.0,,,,,,,,,,,,,,,,,,
share,incident_cancer,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,31494,22375,856,30638,17,17,,,,PASS,,activity_loss,risk_ratio,1.3559476725346864,0.09712991105819477,1.1208972399629769,1.6402878204187226,0.0017186419607609284,,,,3546.0,104.0,3442.0,3459.0,124.0,3335.0,2499.0,57.0,2442.0,,,,,,,,,,,,,,,,,,
share,incident_cancer,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,31494,22375,856,30638,17,17,,,,PASS,,work_loss,risk_ratio,0.8796060964111878,0.14411465349385977,0.6631589195032038,1.166699055217925,0.3733949202172979,,,,3546.0,104.0,3442.0,3459.0,124.0,3335.0,2499.0,57.0,2442.0,,,,,,,,,,,,,,,,,,
share,incident_arthritis,specificity,any_withdrawal,PASS_BASELINE_FREE_RISK_SET,20460,15296,2636,17824,18,18,5278.0,723.0,4555.0,PASS,,any_withdrawal,risk_ratio,1.1296971929022706,0.0679150314210959,0.9889006675498802,1.290539878806278,0.0725548856707751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_arthritis,specificity,two_domain_any_current_adjusted,PASS_BASELINE_FREE_RISK_SET,20460,15296,2636,17824,18,18,,,,PASS,,two_domain_any,risk_ratio,1.1416695596174236,0.07474261174136834,0.9860964495875055,1.3217869143553573,0.07628843739623818,3705.0,545.0,3160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_arthritis,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,20460,15296,2636,17824,20,20,,,,PASS,,alcohol_loss,risk_ratio,1.134100779995736,0.07928396240544763,0.9708787999939438,1.324763275493254,0.11246573423638488,,,,2226.0,289.0,1937.0,1751.0,289.0,1462.0,1851.0,212.0,1639.0,,,,,,,,,,,,,,,,,,
share,incident_arthritis,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,20460,15296,2636,17824,20,20,,,,PASS,,activity_loss,risk_ratio,0.9442827574312962,0.13676486203042013,0.7222500788665671,1.2345722791492897,0.675081746842186,,,,2226.0,289.0,1937.0,1751.0,289.0,1462.0,1851.0,212.0,1639.0,,,,,,,,,,,,,,,,,,
share,incident_arthritis,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,20460,15296,2636,17824,20,20,,,,PASS,,work_loss,risk_ratio,1.0765165742947227,0.08461701558854239,0.9119994710801848,1.270711191705673,0.38356696328686823,,,,2226.0,289.0,1937.0,1751.0,289.0,1462.0,1851.0,212.0,1639.0,,,,,,,,,,,,,,,,,,
share,incident_arthritis,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,20460,15296,2636,17824,19,19,,,,PASS,,loss_1,risk_ratio,1.1243792870432134,0.06957815319216669,0.9810424621187994,1.2886585748810462,0.09201089454344118,,,,,,,,,,,,,4750.0,658.0,4092.0,528.0,65.0,463.0,,,,,,,,,,,,
share,incident_arthritis,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,20460,15296,2636,17824,19,19,,,,PASS,,loss_2plus,risk_ratio,1.0755617066596146,0.16440427354406545,0.7792811302733772,1.484487356221134,0.6577131615398001,,,,,,,,,,,,,4750.0,658.0,4092.0,528.0,65.0,463.0,,,,,,,,,,,,
share,incident_arthritis,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,20460,15296,2636,17824,21,21,,,,PASS,,direction_expansion,risk_ratio,1.1214963987788118,0.19581227386823533,0.7640506924708191,1.6461658694483547,0.5581574053032134,,,,,,,,,,,,,,,,,,,2383.0,313.0,2070.0,518.0,93.0,425.0,4259.0,568.0,3691.0,501.0,62.0,439.0
share,incident_arthritis,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,20460,15296,2636,17824,21,21,,,,PASS,,direction_mixed,risk_ratio,1.3243492134021633,0.09867449955551288,1.091467055484279,1.6069205481064481,0.0044140557986771965,,,,,,,,,,,,,,,,,,,2383.0,313.0,2070.0,518.0,93.0,425.0,4259.0,568.0,3691.0,501.0,62.0,439.0
share,incident_arthritis,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,20460,15296,2636,17824,21,21,,,,PASS,,direction_contraction_1,risk_ratio,0.938830213711456,0.18634669002468351,0.65158108365922,1.352712950516648,0.7348154920904837,,,,,,,,,,,,,,,,,,,2383.0,313.0,2070.0,518.0,93.0,425.0,4259.0,568.0,3691.0,501.0,62.0,439.0
share,incident_arthritis,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,20460,15296,2636,17824,21,21,,,,PASS,,direction_contraction_2_plus,risk_ratio,0.7981150912979277,0.3910584207004233,0.3708480430771966,1.7176515040283022,0.5641782842229337,,,,,,,,,,,,,,,,,,,2383.0,313.0,2070.0,518.0,93.0,425.0,4259.0,568.0,3691.0,501.0,62.0,439.0
share,incident_arthritis,current_state_decomposition,three_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,20460,15296,2636,17824,15,15,5278.0,723.0,4555.0,PASS,,any_withdrawal,risk_ratio,1.1133942098521163,0.04256753445553518,1.0242722515046534,1.2102706723834222,0.011623947008824407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_arthritis,current_state_decomposition,two_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,20460,15296,2636,17824,15,15,,,,PASS,,two_domain_any,risk_ratio,1.1251821852353907,0.04535438588751649,1.029478128103757,1.2297832420228847,0.009308272830541805,3705.0,545.0,3160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_arthritis,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,20460,15296,2636,17824,17,17,,,,PASS,,alcohol_loss,risk_ratio,1.0313237295689552,0.06058151482181109,0.9158575534554453,1.1613472326117174,0.6106693792077067,,,,2226.0,289.0,1937.0,1751.0,289.0,1462.0,1851.0,212.0,1639.0,,,,,,,,,,,,,,,,,,
share,incident_arthritis,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,20460,15296,2636,17824,17,17,,,,PASS,,activity_loss,risk_ratio,1.1638454732763983,0.05846590032363296,1.0378367789032301,1.3051534819352006,0.009454115563557138,,,,2226.0,289.0,1937.0,1751.0,289.0,1462.0,1851.0,212.0,1639.0,,,,,,,,,,,,,,,,,,
share,incident_arthritis,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,20460,15296,2636,17824,17,17,,,,PASS,,work_loss,risk_ratio,1.048056794809203,0.07256494123174097,0.9091120787924035,1.2082372138370474,0.5177366486695857,,,,2226.0,289.0,1937.0,1751.0,289.0,1462.0,1851.0,212.0,1639.0,,,,,,,,,,,,,,,,,,
