cohort,outcome_id,analysis_family,n,people,events,nonevents,parameters,matrix_rank,model_id,model_status,prefrail_n,prefrail_events,prefrail_nonevents,frail_n,frail_events,frail_nonevents,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,metric,estimate,ci_low,ci_high,bootstrap_replicates
share,incident_stroke,head_to_head_cv_binary_flag,31291,22245,667,30624,20,20,M3b_fried_any_withdrawal,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,,,,,,,8218.0,215.0,8003.0,brier_score,0.0207403479793741,0.0192105983699897,0.0224728590120408,500.0
share,incident_stroke,head_to_head_cv_binary_flag,31291,22245,667,30624,20,20,M1b_any_withdrawal_minus_M0_routine,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,,,,,,,8218.0,215.0,8003.0,delta_c_statistic,-0.0012450181648987,-0.0020740102575539,-0.0002778193784508,500.0
share,incident_stroke,head_to_head_cv_binary_flag,31291,22245,667,30624,20,20,M1b_any_withdrawal_minus_M0_routine,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,,,,,,,8218.0,215.0,8003.0,delta_brier_score,9.197120767641398e-07,-2.1582206105008086e-06,3.4511467257062983e-06,500.0
share,incident_stroke,head_to_head_cv_binary_flag,31291,22245,667,30624,20,20,M2_fried_minus_M0_routine,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,,,,,,,8218.0,215.0,8003.0,delta_c_statistic,0.0062467541699369,-0.0003578586685454,0.0130660674632189,500.0
share,incident_stroke,head_to_head_cv_binary_flag,31291,22245,667,30624,20,20,M2_fried_minus_M0_routine,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,,,,,,,8218.0,215.0,8003.0,delta_brier_score,-1.5193983713749498e-05,-3.661232828179951e-05,4.774374143381998e-06,500.0
share,incident_stroke,head_to_head_cv_binary_flag,31291,22245,667,30624,20,20,M3b_fried_any_withdrawal_minus_M0_routine,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,,,,,,,8218.0,215.0,8003.0,delta_c_statistic,0.005056616480161,-0.0016999722738224,0.0118044879631739,500.0
share,incident_stroke,head_to_head_cv_binary_flag,31291,22245,667,30624,20,20,M3b_fried_any_withdrawal_minus_M0_routine,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,,,,,,,8218.0,215.0,8003.0,delta_brier_score,-1.3972499513140169e-05,-3.712051267160763e-05,5.815411865998578e-06,500.0
share,incident_stroke,head_to_head_cv_binary_flag,31291,22245,667,30624,20,20,M3b_fried_any_withdrawal_minus_M2_fried,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,,,,,,,8218.0,215.0,8003.0,delta_c_statistic,-0.0011901376897758,-0.0020215284842432,-0.0003189663262623,500.0
share,incident_stroke,head_to_head_cv_binary_flag,31291,22245,667,30624,20,20,M3b_fried_any_withdrawal_minus_M2_fried,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,,,,,,,8218.0,215.0,8003.0,delta_brier_score,1.2214842006093296e-06,-2.0561330404283464e-06,4.208194194143912e-06,500.0
share,incident_heart_disease,head_to_head_cv,26644,18995,1340,25304,21,21,M0_routine,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,6223.0,348.0,5875.0,651.0,39.0,612.0,,,,c_statistic,0.6579078259115425,0.6438073448020283,0.6715335540159918,500.0
share,incident_heart_disease,head_to_head_cv,26644,18995,1340,25304,21,21,M0_routine,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,6223.0,348.0,5875.0,651.0,39.0,612.0,,,,brier_score,0.0470553795591796,0.0449353017912345,0.0489883167377175,500.0
share,incident_heart_disease,head_to_head_cv,26644,18995,1340,25304,21,21,M1_withdrawal,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,6223.0,348.0,5875.0,651.0,39.0,612.0,,,,c_statistic,0.6565055344916266,0.642561703303882,0.6700838107255829,500.0
share,incident_heart_disease,head_to_head_cv,26644,18995,1340,25304,21,21,M1_withdrawal,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,6223.0,348.0,5875.0,651.0,39.0,612.0,,,,brier_score,0.0470780039279294,0.044962255361474,0.0490119990908301,500.0
share,incident_heart_disease,head_to_head_cv,26644,18995,1340,25304,21,21,M2_fried,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,6223.0,348.0,5875.0,651.0,39.0,612.0,,,,c_statistic,0.6666226447591319,0.6514841676605283,0.6802086858521816,500.0
share,incident_heart_disease,head_to_head_cv,26644,18995,1340,25304,21,21,M2_fried,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,6223.0,348.0,5875.0,651.0,39.0,612.0,,,,brier_score,0.046929714927391,0.044824696423063,0.0488636920562436,500.0
share,incident_heart_disease,head_to_head_cv,26644,18995,1340,25304,21,21,M3_fried_withdrawal,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,6223.0,348.0,5875.0,651.0,39.0,612.0,,,,c_statistic,0.6652292304679573,0.6501172879312999,0.6792486505264892,500.0
share,incident_heart_disease,head_to_head_cv,26644,18995,1340,25304,21,21,M3_fried_withdrawal,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,6223.0,348.0,5875.0,651.0,39.0,612.0,,,,brier_score,0.0469556330853638,0.0448533923094065,0.0488866526944549,500.0
share,incident_heart_disease,head_to_head_cv,26644,18995,1340,25304,21,21,M1_withdrawal_minus_M0_routine,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,6223.0,348.0,5875.0,651.0,39.0,612.0,,,,delta_c_statistic,-0.0014022914199158,-0.0023440325527423,-0.0005515544515808,500.0
share,incident_heart_disease,head_to_head_cv,26644,18995,1340,25304,21,21,M1_withdrawal_minus_M0_routine,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,6223.0,348.0,5875.0,651.0,39.0,612.0,,,,delta_brier_score,2.262436874983509e-05,1.1362048017123442e-05,3.37234123598297e-05,500.0
share,incident_heart_disease,head_to_head_cv,26644,18995,1340,25304,21,21,M2_fried_minus_M0_routine,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,6223.0,348.0,5875.0,651.0,39.0,612.0,,,,delta_c_statistic,0.0087148188475894,0.0032322422315898,0.0138343628567929,500.0
share,incident_heart_disease,head_to_head_cv,26644,18995,1340,25304,21,21,M2_fried_minus_M0_routine,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,6223.0,348.0,5875.0,651.0,39.0,612.0,,,,delta_brier_score,-0.0001256646317885,-0.0002206492291487,-3.413922324790219e-05,500.0
share,incident_heart_disease,head_to_head_cv,26644,18995,1340,25304,21,21,M3_fried_withdrawal_minus_M0_routine,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,6223.0,348.0,5875.0,651.0,39.0,612.0,,,,delta_c_statistic,0.0073214045564148,0.0018899902890579,0.0126441871387588,500.0
share,incident_heart_disease,head_to_head_cv,26644,18995,1340,25304,21,21,M3_fried_withdrawal_minus_M0_routine,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,6223.0,348.0,5875.0,651.0,39.0,612.0,,,,delta_brier_score,-9.974647381577606e-05,-0.0001954776605061,-2.984446628303469e-06,500.0
share,incident_heart_disease,head_to_head_cv,26644,18995,1340,25304,21,21,M3_fried_withdrawal_minus_M2_fried,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,6223.0,348.0,5875.0,651.0,39.0,612.0,,,,delta_c_statistic,-0.0013934142911745,-0.0023367088329484,-0.0006094105868801,500.0
share,incident_heart_disease,head_to_head_cv,26644,18995,1340,25304,21,21,M3_fried_withdrawal_minus_M2_fried,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,6223.0,348.0,5875.0,651.0,39.0,612.0,,,,delta_brier_score,2.5918157972759648e-05,1.4008834634519388e-05,3.82224316069133e-05,500.0
share,incident_heart_disease,head_to_head_cv_binary_flag,26644,18995,1340,25304,20,20,M0_routine,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,,,,,,,6874.0,387.0,6487.0,c_statistic,0.6579078259115425,0.6438073448020283,0.6715335540159918,500.0
share,incident_heart_disease,head_to_head_cv_binary_flag,26644,18995,1340,25304,20,20,M0_routine,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,,,,,,,6874.0,387.0,6487.0,brier_score,0.0470553795591796,0.0449353017912345,0.0489883167377175,500.0
share,incident_heart_disease,head_to_head_cv_binary_flag,26644,18995,1340,25304,20,20,M1b_any_withdrawal,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,,,,,,,6874.0,387.0,6487.0,c_statistic,0.6568106010022603,0.642721493055636,0.6702674225008801,500.0
share,incident_heart_disease,head_to_head_cv_binary_flag,26644,18995,1340,25304,20,20,M1b_any_withdrawal,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,,,,,,,6874.0,387.0,6487.0,brier_score,0.0470698017817386,0.0449538088513643,0.049003511699921,500.0
share,incident_heart_disease,head_to_head_cv_binary_flag,26644,18995,1340,25304,20,20,M2_fried,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,,,,,,,6874.0,387.0,6487.0,c_statistic,0.6666226447591319,0.6514841676605283,0.6802086858521816,500.0
share,incident_heart_disease,head_to_head_cv_binary_flag,26644,18995,1340,25304,20,20,M2_fried,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,,,,,,,6874.0,387.0,6487.0,brier_score,0.046929714927391,0.044824696423063,0.0488636920562436,500.0
share,incident_heart_disease,head_to_head_cv_binary_flag,26644,18995,1340,25304,20,20,M3b_fried_any_withdrawal,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,,,,,,,6874.0,387.0,6487.0,c_statistic,0.6655524346336607,0.6503426549719699,0.6794606064173415,500.0
share,incident_heart_disease,head_to_head_cv_binary_flag,26644,18995,1340,25304,20,20,M3b_fried_any_withdrawal,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,,,,,,,6874.0,387.0,6487.0,brier_score,0.0469470456450896,0.0448457521916037,0.0488808942205725,500.0
share,incident_heart_disease,head_to_head_cv_binary_flag,26644,18995,1340,25304,20,20,M1b_any_withdrawal_minus_M0_routine,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,,,,,,,6874.0,387.0,6487.0,delta_c_statistic,-0.0010972249092822,-0.0018649205742747,-0.0003542621121871,500.0
share,incident_heart_disease,head_to_head_cv_binary_flag,26644,18995,1340,25304,20,20,M1b_any_withdrawal_minus_M0_routine,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,,,,,,,6874.0,387.0,6487.0,delta_brier_score,1.4422222558985176e-05,5.065373372004426e-06,2.358472001008914e-05,500.0
share,incident_heart_disease,head_to_head_cv_binary_flag,26644,18995,1340,25304,20,20,M2_fried_minus_M0_routine,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,,,,,,,6874.0,387.0,6487.0,delta_c_statistic,0.0087148188475894,0.0032322422315898,0.0138343628567929,500.0
share,incident_heart_disease,head_to_head_cv_binary_flag,26644,18995,1340,25304,20,20,M2_fried_minus_M0_routine,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,,,,,,,6874.0,387.0,6487.0,delta_brier_score,-0.0001256646317885,-0.0002206492291487,-3.413922324790219e-05,500.0
share,incident_heart_disease,head_to_head_cv_binary_flag,26644,18995,1340,25304,20,20,M3b_fried_any_withdrawal_minus_M0_routine,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,,,,,,,6874.0,387.0,6487.0,delta_c_statistic,0.0076446087221181,0.0023008481475517,0.0129741453600535,500.0
share,incident_heart_disease,head_to_head_cv_binary_flag,26644,18995,1340,25304,20,20,M3b_fried_any_withdrawal_minus_M0_routine,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,,,,,,,6874.0,387.0,6487.0,delta_brier_score,-0.00010833391409,-0.0002034043081006,-1.2497123431591653e-05,500.0
share,incident_heart_disease,head_to_head_cv_binary_flag,26644,18995,1340,25304,20,20,M3b_fried_any_withdrawal_minus_M2_fried,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,,,,,,,6874.0,387.0,6487.0,delta_c_statistic,-0.0010702101254712,-0.001820517616389,-0.0003561529477525,500.0
share,incident_heart_disease,head_to_head_cv_binary_flag,26644,18995,1340,25304,20,20,M3b_fried_any_withdrawal_minus_M2_fried,PASS,11161.0,646.0,10515.0,1661.0,195.0,1466.0,,,,,,,6874.0,387.0,6487.0,delta_brier_score,1.733071769851463e-05,7.496256300079142e-06,2.713060525059395e-05,500.0
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,M0_routine,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,3485.0,419.0,3066.0,343.0,43.0,300.0,,,,c_statistic,0.6201560328757838,0.6044891600938919,0.633970531938653,500.0
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,M0_routine,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,3485.0,419.0,3066.0,343.0,43.0,300.0,,,,brier_score,0.099840645501351,0.0963095491508737,0.103758816356542,500.0
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,M1_withdrawal,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,3485.0,419.0,3066.0,343.0,43.0,300.0,,,,c_statistic,0.619177851211659,0.6034535562861588,0.633191142356437,500.0
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,M1_withdrawal,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,3485.0,419.0,3066.0,343.0,43.0,300.0,,,,brier_score,0.0998682290563724,0.0963395949793711,0.1037880123106061,500.0
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,M2_fried,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,3485.0,419.0,3066.0,343.0,43.0,300.0,,,,c_statistic,0.6210472165734622,0.6061233278007452,0.6348179401181192,500.0
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,M2_fried,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,3485.0,419.0,3066.0,343.0,43.0,300.0,,,,brier_score,0.0997657337784951,0.0961930405211712,0.1036743363852891,500.0
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,M3_fried_withdrawal,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,3485.0,419.0,3066.0,343.0,43.0,300.0,,,,c_statistic,0.6201086892052194,0.6050262068701612,0.6337304660775867,500.0
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,M3_fried_withdrawal,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,3485.0,419.0,3066.0,343.0,43.0,300.0,,,,brier_score,0.0997966831191229,0.0962181608083763,0.1037105189988032,500.0
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,M1_withdrawal_minus_M0_routine,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,3485.0,419.0,3066.0,343.0,43.0,300.0,,,,delta_c_statistic,-0.0009781816641247,-0.0019466435723094,-9.996541235064198e-05,500.0
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,M1_withdrawal_minus_M0_routine,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,3485.0,419.0,3066.0,343.0,43.0,300.0,,,,delta_brier_score,2.7583555021415407e-05,-4.433619405354999e-06,6.554198832034035e-05,500.0
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,M2_fried_minus_M0_routine,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,3485.0,419.0,3066.0,343.0,43.0,300.0,,,,delta_c_statistic,0.0008911836976783,-0.0016704228280356,0.0033719279989316,500.0
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,M2_fried_minus_M0_routine,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,3485.0,419.0,3066.0,343.0,43.0,300.0,,,,delta_brier_score,-7.491172285588321e-05,-0.0001863705908616,3.759635762877694e-05,500.0
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,M3_fried_withdrawal_minus_M0_routine,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,3485.0,419.0,3066.0,343.0,43.0,300.0,,,,delta_c_statistic,-4.7343670564359286e-05,-0.0028282328736959,0.0025529856664359,500.0
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,M3_fried_withdrawal_minus_M0_routine,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,3485.0,419.0,3066.0,343.0,43.0,300.0,,,,delta_brier_score,-4.396238222810489e-05,-0.0001582018665565,6.87290097314125e-05,500.0
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,M3_fried_withdrawal_minus_M2_fried,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,3485.0,419.0,3066.0,343.0,43.0,300.0,,,,delta_c_statistic,-0.0009385273682427,-0.0019164569838714,-5.8596804018349057e-05,500.0
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,M3_fried_withdrawal_minus_M2_fried,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,3485.0,419.0,3066.0,343.0,43.0,300.0,,,,delta_brier_score,3.094934062777832e-05,-2.514304722552388e-06,6.999186169054371e-05,500.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,M0_routine,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,,,,,,,3828.0,462.0,3366.0,c_statistic,0.6201560328757838,0.6044891600938919,0.633970531938653,500.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,M0_routine,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,,,,,,,3828.0,462.0,3366.0,brier_score,0.099840645501351,0.0963095491508737,0.103758816356542,500.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,M1b_any_withdrawal,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,,,,,,,3828.0,462.0,3366.0,c_statistic,0.6193192679206914,0.6037144986660742,0.6332539191349953,500.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,M1b_any_withdrawal,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,,,,,,,3828.0,462.0,3366.0,brier_score,0.0998639916318043,0.0963372062383298,0.1037961174925879,500.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,M2_fried,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,,,,,,,3828.0,462.0,3366.0,c_statistic,0.6210472165734622,0.6061233278007452,0.6348179401181192,500.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,M2_fried,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,,,,,,,3828.0,462.0,3366.0,brier_score,0.0997657337784951,0.0961930405211712,0.1036743363852891,500.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,M3b_fried_any_withdrawal,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,,,,,,,3828.0,462.0,3366.0,c_statistic,0.6202242628368073,0.6052714174149137,0.6338456025572934,500.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,M3b_fried_any_withdrawal,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,,,,,,,3828.0,462.0,3366.0,brier_score,0.0997926718756103,0.0962106380725485,0.1037034156700646,500.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,M1b_any_withdrawal_minus_M0_routine,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,,,,,,,3828.0,462.0,3366.0,delta_c_statistic,-0.0008367649550924,-0.0015988337274672,-9.0795888260381e-05,500.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,M1b_any_withdrawal_minus_M0_routine,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,,,,,,,3828.0,462.0,3366.0,delta_brier_score,2.334613045330836e-05,-1.001883790740024e-06,5.4559619659847215e-05,500.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,M2_fried_minus_M0_routine,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,,,,,,,3828.0,462.0,3366.0,delta_c_statistic,0.0008911836976783,-0.0016704228280356,0.0033719279989316,500.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,M2_fried_minus_M0_routine,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,,,,,,,3828.0,462.0,3366.0,delta_brier_score,-7.491172285588321e-05,-0.0001863705908616,3.759635762877694e-05,500.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,M3b_fried_any_withdrawal_minus_M0_routine,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,,,,,,,3828.0,462.0,3366.0,delta_c_statistic,6.822996102351375e-05,-0.0027104959005403,0.0024989695809356,500.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,M3b_fried_any_withdrawal_minus_M0_routine,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,,,,,,,3828.0,462.0,3366.0,delta_brier_score,-4.797362574061881e-05,-0.0001633500132072,6.413340461429578e-05,500.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,M3b_fried_any_withdrawal_minus_M2_fried,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,,,,,,,3828.0,462.0,3366.0,delta_c_statistic,-0.0008229537366548,-0.0015823188660898,-7.907754501144394e-05,500.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,M3b_fried_any_withdrawal_minus_M2_fried,PASS,6093.0,781.0,5312.0,767.0,147.0,620.0,,,,,,,3828.0,462.0,3366.0,delta_brier_score,2.6938097115264403e-05,1.7557680928117357e-06,5.966108043081033e-05,500.0
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,M0_routine,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,7183.0,205.0,6978.0,779.0,32.0,747.0,,,,c_statistic,0.5986926770536334,0.57888012343503,0.6190663642490039,500.0
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,M0_routine,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,7183.0,205.0,6978.0,779.0,32.0,747.0,,,,brier_score,0.0264464340916804,0.0247557493779772,0.0282125960973409,500.0
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,M1_withdrawal,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,7183.0,205.0,6978.0,779.0,32.0,747.0,,,,c_statistic,0.5975221632998335,0.5773253309112434,0.617340262075588,500.0
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,M1_withdrawal,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,7183.0,205.0,6978.0,779.0,32.0,747.0,,,,brier_score,0.0264510735985709,0.0247572960038769,0.0282182822779832,500.0
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,M2_fried,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,7183.0,205.0,6978.0,779.0,32.0,747.0,,,,c_statistic,0.6044218753159566,0.5843692609551813,0.624066772864141,500.0
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,M2_fried,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,7183.0,205.0,6978.0,779.0,32.0,747.0,,,,brier_score,0.0264399455156803,0.0247514034284757,0.0282063595208017,500.0
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,M3_fried_withdrawal,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,7183.0,205.0,6978.0,779.0,32.0,747.0,,,,c_statistic,0.6031468852580565,0.5822827327957335,0.6232247160114777,500.0
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,M3_fried_withdrawal,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,7183.0,205.0,6978.0,779.0,32.0,747.0,,,,brier_score,0.0264447303465888,0.0247532088683362,0.0282125779521837,500.0
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,M1_withdrawal_minus_M0_routine,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,7183.0,205.0,6978.0,779.0,32.0,747.0,,,,delta_c_statistic,-0.0011705137537998,-0.0035305055715633,0.0013522532509238,500.0
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,M1_withdrawal_minus_M0_routine,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,7183.0,205.0,6978.0,779.0,32.0,747.0,,,,delta_brier_score,4.6395068905337455e-06,-3.444128033686187e-06,1.1719896978586336e-05,500.0
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,M2_fried_minus_M0_routine,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,7183.0,205.0,6978.0,779.0,32.0,747.0,,,,delta_c_statistic,0.0057291982623232,-0.0008198570270919,0.0111360154177882,500.0
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,M2_fried_minus_M0_routine,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,7183.0,205.0,6978.0,779.0,32.0,747.0,,,,delta_brier_score,-6.488576000020924e-06,-2.0554612943116117e-05,7.810805643761879e-06,500.0
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,M3_fried_withdrawal_minus_M0_routine,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,7183.0,205.0,6978.0,779.0,32.0,747.0,,,,delta_c_statistic,0.0044542082044231,-0.0022767379543763,0.0104463573226252,500.0
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,M3_fried_withdrawal_minus_M0_routine,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,7183.0,205.0,6978.0,779.0,32.0,747.0,,,,delta_brier_score,-1.7037450915531605e-06,-1.840049322072617e-05,1.3553106040170645e-05,500.0
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,M3_fried_withdrawal_minus_M2_fried,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,7183.0,205.0,6978.0,779.0,32.0,747.0,,,,delta_c_statistic,-0.0012749900579001,-0.0035945383209279,0.0011133173484816,500.0
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,M3_fried_withdrawal_minus_M2_fried,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,7183.0,205.0,6978.0,779.0,32.0,747.0,,,,delta_brier_score,4.784830908467763e-06,-3.6137147552683062e-06,1.187865911234931e-05,500.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,M0_routine,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,,,,,,,7962.0,237.0,7725.0,c_statistic,0.5986926770536334,0.57888012343503,0.6190663642490039,500.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,M0_routine,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,,,,,,,7962.0,237.0,7725.0,brier_score,0.0264464340916804,0.0247557493779772,0.0282125960973409,500.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,M1b_any_withdrawal,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,,,,,,,7962.0,237.0,7725.0,c_statistic,0.5972074705612737,0.577017051940503,0.6174182296772246,500.0
