analysis_family,model_id,outcome_id,term,k_cohorts,cohorts,pooled_rr,ci_low,ci_high,prediction_low,prediction_high,i2,tau2_log_scale,direction_above_one,cohort_estimates
specificity,domain_specific_current_adjusted,incident_diabetes,work_loss,4,elsa;hrs;klosa;share,1.2027872504750916,1.0452366612204924,1.384085751657586,0.9948371693819192,1.454204983921386,0.0,4.417796777619407e-13,1.0,elsa:1.4765;hrs:1.1886;klosa:1.1067;share:1.1773
specificity,domain_specific_current_adjusted,incident_heart_disease,activity_loss,3,elsa;hrs;share,0.7829497120523521,0.5917014652087603,1.0360127321749706,0.34240771632363826,1.7902933327105681,0.0,4.2300630066830894e-13,0.0,elsa:0.6937;hrs:0.7708;share:0.9289
specificity,domain_specific_current_adjusted,incident_heart_disease,alcohol_loss,3,elsa;hrs;share,1.0008780123213146,0.8297324283003303,1.207325110337461,0.5752687725717114,1.7413717610117443,0.0,4.2300630066830894e-13,0.3333333333333333,elsa:0.8664;hrs:1.0521;share:0.9662
specificity,domain_specific_current_adjusted,incident_heart_disease,work_loss,3,elsa;hrs;share,1.0278572597206623,0.8540254335096257,1.237071526100588,0.5947297999984528,1.7764210677911507,0.0,4.2300630066830894e-13,0.6666666666666666,elsa:1.1001;hrs:1.0558;share:0.9287
specificity,domain_specific_current_adjusted,incident_hypertension,activity_loss,4,elsa;hrs;klosa;share,1.1133236630460739,1.0556134693894363,1.1741888623448933,1.0360197050635178,1.1963957564130845,0.0,4.2300630066830894e-13,1.0,elsa:1.1255;hrs:1.1339;klosa:1.1118;share:1.0475
specificity,domain_specific_current_adjusted,incident_hypertension,alcohol_loss,4,elsa;hrs;klosa;share,1.1119724940679572,0.8688669727644756,1.4230979727881627,0.667088765013909,1.8535506703338527,0.26831779530533206,0.00809385945114756,0.75,elsa:1.1856;hrs:1.1574;klosa:1.4446;share:0.9578
specificity,domain_specific_current_adjusted,incident_hypertension,work_loss,4,elsa;hrs;klosa;share,1.1047939115596481,0.8702319973509972,1.402579531360263,0.6096125609542881,2.0022054419426443,0.46446098933645713,0.013473296616841835,0.75,elsa:1.1070;hrs:1.2581;klosa:1.1638;share:0.9158
specificity,two_domain_any_current_adjusted,incident_arthritis,two_domain_any,4,elsa;hrs;klosa;share,1.1340838672194917,0.9751799348260828,1.3188809284892575,0.9247147662154748,1.3908572295771289,0.0,5.428642242378157e-13,0.75,elsa:1.1916;hrs:1.1592;klosa:0.7771;share:1.1417
specificity,two_domain_any_current_adjusted,incident_cancer,two_domain_any,4,elsa;hrs;klosa;share,0.9952315679648924,0.8359304033747414,1.184890356751184,0.7861493409976206,1.2599207583344603,0.0,5.445499268494809e-13,0.75,elsa:1.0120;hrs:1.0324;klosa:0.7257;share:1.0137
specificity,two_domain_any_current_adjusted,incident_diabetes,two_domain_any,4,elsa;hrs;klosa;share,1.059839347983917,0.8236708631617846,1.3637236592577453,0.6469396347097358,1.7362662345443565,0.23759086229101178,0.006886486550941628,0.5,elsa:0.9740;hrs:1.1244;klosa:1.2924;share:0.8759
specificity,two_domain_any_current_adjusted,incident_heart_disease,two_domain_any,4,elsa;hrs;klosa;share,0.8812355369196695,0.7896003078996413,0.9835052795202321,0.7596656982882485,1.0222602827532605,0.0,5.251791237820279e-13,0.0,elsa:0.7662;hrs:0.9069;klosa:0.9486;share:0.8855
specificity,two_domain_any_current_adjusted,incident_hypertension,two_domain_any,4,elsa;hrs;klosa;share,1.0621531048379507,0.9771684618505194,1.1545288884788818,0.9489011759219864,1.1889217199259228,0.0,4.2300630066830894e-13,1.0,elsa:1.1633;hrs:1.0297;klosa:1.1399;share:1.0435
specificity,two_domain_any_current_adjusted,incident_stroke,two_domain_any,4,elsa;hrs;klosa;share,1.0351665023028107,0.8052628064140172,1.3307080358792818,0.7371308692159276,1.4537034497410803,0.0,6.030734127920191e-13,0.5,elsa:0.7719;hrs:0.9937;klosa:1.3678;share:1.1102
