cohort,outcome_id,analysis_family,model_id,outcome_coding_status,n,people,events,nonevents,parameters,matrix_rank,model_status,warnings,term,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,prefrail_n,prefrail_events,prefrail_nonevents,frail_n,frail_events,frail_nonevents,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,withdrawal_only_n,withdrawal_only_events,withdrawal_only_nonevents,frailty_only_n,frailty_only_events,frailty_only_nonevents,both_n,both_events,both_nonevents
share,incident_diabetes,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,28199,19990,827,27372,20,20,PASS,,any_withdrawal,,,,,,,11912.0,366.0,11546.0,2033.0,129.0,1904.0,risk_ratio,1.005434098042399,0.1298922065516571,0.7794516182279035,1.2969345394453415,0.9667201687064928,7312.0,260.0,7052.0,,,,,,,,,
share,incident_diabetes,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,28202,19991,827,27375,20,20,PASS,,fried4,6603.0,228.0,6375.0,710.0,32.0,678.0,,,,,,,risk_ratio,1.1626170103194138,0.0427197438188843,1.0692359715466009,1.264153422306688,0.0004202606838001,,,,,,,,,,,,
share,incident_diabetes,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,28202,19991,827,27375,20,20,PASS,,loss_1,6603.0,228.0,6375.0,710.0,32.0,678.0,,,,,,,risk_ratio,1.0273191289771355,0.1337600905644715,0.7904029989207003,1.3352487202142127,0.840307843061546,,,,,,,,,,,,
share,incident_diabetes,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,28202,19991,827,27375,20,20,PASS,,loss_2plus,6603.0,228.0,6375.0,710.0,32.0,678.0,,,,,,,risk_ratio,1.1796884041966205,0.2818278596611686,0.6790081725025947,2.0495552002956945,0.5576389691352939,,,,,,,,,,,,
share,incident_diabetes,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,29316,20629,891,28425,20,20,PASS,,fi_per_0_1,6966.0,248.0,6718.0,757.0,36.0,721.0,,,,,,,risk_ratio,1.170245750348585,0.0359310777524155,1.0906677806674725,1.2556299365245982,1.2119558434127974e-05,,,,,,,,,,,,
share,incident_diabetes,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,29316,20629,891,28425,20,20,PASS,,loss_1,6966.0,248.0,6718.0,757.0,36.0,721.0,,,,,,,risk_ratio,0.9884329298697284,0.1293957567657181,0.7670176147548573,1.2737643022228495,0.9283555619077152,,,,,,,,,,,,
share,incident_diabetes,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,29316,20629,891,28425,20,20,PASS,,loss_2plus,6966.0,248.0,6718.0,757.0,36.0,721.0,,,,,,,risk_ratio,1.1629440695168998,0.2689759217859652,0.6864455731330098,1.9702055949634203,0.5746472814945612,,,,,,,,,,,,
share,incident_diabetes,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,26166,18640,698,25468,19,19,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,5483.0,151.0,5332.0,498.0,17.0,481.0,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_diabetes,frailty_head_to_head,nonfrail_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,26166,18640,698,25468,18,18,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,0.9739977511836608,0.142176442443359,0.7371182213071895,1.2870006355676225,0.8529882800769573,5981.0,168.0,5813.0,,,,,,,,,
share,incident_diabetes,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,28199,19990,827,27372,20,20,PASS,,withdrawal_only,,,,,,,,,,,,,risk_ratio,0.9999159277117468,0.1329534489209929,0.7705366588688073,1.297578578492884,0.9994954414736597,,,,5981.0,168.0,5813.0,702.0,37.0,665.0,1331.0,92.0,1239.0
share,incident_diabetes,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,28199,19990,827,27372,20,20,PASS,,frailty_only,,,,,,,,,,,,,risk_ratio,1.4866495815360825,0.1749108932645716,1.0551742653937348,2.094561107834361,0.0233895307032884,,,,5981.0,168.0,5813.0,702.0,37.0,665.0,1331.0,92.0,1239.0
share,incident_diabetes,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,28199,19990,827,27372,20,20,PASS,,both,,,,,,,,,,,,,risk_ratio,1.5466404458604333,0.1939131932842223,1.0576212148643185,2.2617706936582582,0.0245209121401245,,,,5981.0,168.0,5813.0,702.0,37.0,665.0,1331.0,92.0,1239.0
share,incident_stroke,frailty_head_to_head,M0_routine,PASS_BASELINE_FREE_RISK_SET,31291,22245,667,30624,17,17,PASS,,__model__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_stroke,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,31291,22245,667,30624,19,19,PASS,,loss_1,7426.0,190.0,7236.0,792.0,25.0,767.0,,,,,,,risk_ratio,1.0964468166743302,0.1523448371345421,0.8134135646880868,1.4779635771826212,0.5455883583676774,,,,,,,,,,,,
share,incident_stroke,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,31291,22245,667,30624,19,19,PASS,,loss_2plus,7426.0,190.0,7236.0,792.0,25.0,767.0,,,,,,,risk_ratio,1.216955970796866,0.3177162491325637,0.6528814122429101,2.2683780041621566,0.5365670543312104,,,,,,,,,,,,
share,incident_stroke,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,31291,22245,667,30624,19,19,PASS,,prefrail,,,,,,,13420.0,333.0,13087.0,2354.0,109.0,2245.0,risk_ratio,1.4157654934750057,0.0905657315543028,1.185500202720986,1.690756296720998,0.0001236001822768,,,,,,,,,,,,
share,incident_stroke,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,31291,22245,667,30624,19,19,PASS,,frail,,,,,,,13420.0,333.0,13087.0,2354.0,109.0,2245.0,risk_ratio,2.087484125041347,0.150592149716839,1.5539566924858133,2.804190099615289,1.0232978400732817e-06,,,,,,,,,,,,
share,incident_stroke,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,31291,22245,667,30624,21,21,PASS,,prefrail,7426.0,190.0,7236.0,792.0,25.0,767.0,13420.0,333.0,13087.0,2354.0,109.0,2245.0,risk_ratio,1.4153571024523253,0.0905108305909377,1.1852857684340996,1.690086712260748,0.0001240332251265,,,,,,,,,,,,
share,incident_stroke,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,31291,22245,667,30624,21,21,PASS,,frail,7426.0,190.0,7236.0,792.0,25.0,767.0,13420.0,333.0,13087.0,2354.0,109.0,2245.0,risk_ratio,2.0880101557827078,0.1504628332706974,1.5547422863833682,2.8041859083883507,9.932083872025092e-07,,,,,,,,,,,,
share,incident_stroke,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,31291,22245,667,30624,21,21,PASS,,loss_1,7426.0,190.0,7236.0,792.0,25.0,767.0,13420.0,333.0,13087.0,2354.0,109.0,2245.0,risk_ratio,1.0990316277095566,0.1516022359857594,0.8165186961834816,1.4792931556272586,0.5333657535123772,,,,,,,,,,,,
share,incident_stroke,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,31291,22245,667,30624,21,21,PASS,,loss_2plus,7426.0,190.0,7236.0,792.0,25.0,767.0,13420.0,333.0,13087.0,2354.0,109.0,2245.0,risk_ratio,1.217337808091053,0.3168581702149238,0.654185550174336,2.2652767836480194,0.5348126401785734,,,,,,,,,,,,
share,incident_stroke,frailty_head_to_head,M1b_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,31291,22245,667,30624,18,18,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,1.0755557783471157,0.1477961173021396,0.8050607521725165,1.436935323469817,0.6221366768434335,8218.0,215.0,8003.0,,,,,,,,,
share,incident_stroke,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,31291,22245,667,30624,20,20,PASS,,prefrail,,,,,,,13420.0,333.0,13087.0,2354.0,109.0,2245.0,risk_ratio,1.416175016707787,0.0905419908563969,1.1858982992403104,1.691166670221268,0.0001215027255934,8218.0,215.0,8003.0,,,,,,,,,
share,incident_stroke,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,31291,22245,667,30624,20,20,PASS,,frail,,,,,,,13420.0,333.0,13087.0,2354.0,109.0,2245.0,risk_ratio,2.087542189930286,0.1505381218130758,1.5541644829520256,2.8039711642757017,1.013272342172373e-06,8218.0,215.0,8003.0,,,,,,,,,
share,incident_stroke,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,31291,22245,667,30624,20,20,PASS,,any_withdrawal,,,,,,,13420.0,333.0,13087.0,2354.0,109.0,2245.0,risk_ratio,1.0785665451724409,0.1470327368474827,0.8085231377708185,1.438803341574823,0.6069759404788679,8218.0,215.0,8003.0,,,,,,,,,
share,incident_stroke,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,31293,22245,668,30625,20,20,PASS,,fried4,7427.0,190.0,7237.0,792.0,25.0,767.0,,,,,,,risk_ratio,1.3124479966566218,0.0451508654267345,1.2012948575476223,1.4338858883025685,1.7237911345227274e-09,,,,,,,,,,,,
share,incident_stroke,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,31293,22245,668,30625,20,20,PASS,,loss_1,7427.0,190.0,7237.0,792.0,25.0,767.0,,,,,,,risk_ratio,1.0970014483516883,0.1512831985712221,0.8155201739513629,1.4756375331034703,0.5405588197903868,,,,,,,,,,,,
share,incident_stroke,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,31293,22245,668,30625,20,20,PASS,,loss_2plus,7427.0,190.0,7237.0,792.0,25.0,767.0,,,,,,,risk_ratio,1.2254222977156508,0.3161017370665221,0.6595071253707465,2.276942507474104,0.5201582080961558,,,,,,,,,,,,
share,incident_stroke,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,32541,22964,712,31829,20,20,PASS,,fi_per_0_1,7853.0,208.0,7645.0,842.0,26.0,816.0,,,,,,,risk_ratio,1.3459631054819523,0.0362144826264806,1.2537395668340363,1.4449704940662802,2.3218677706436717e-16,,,,,,,,,,,,
share,incident_stroke,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,32541,22964,712,31829,20,20,PASS,,loss_1,7853.0,208.0,7645.0,842.0,26.0,816.0,,,,,,,risk_ratio,1.0582874003438725,0.1468084145908562,0.793670204382352,1.4111304866209176,0.6995779231679307,,,,,,,,,,,,
share,incident_stroke,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,32541,22964,712,31829,20,20,PASS,,loss_2plus,7853.0,208.0,7645.0,842.0,26.0,816.0,,,,,,,risk_ratio,1.126329702828866,0.3066794721838083,0.6174751683332713,2.0545256951771824,0.6980820060084161,,,,,,,,,,,,
share,incident_stroke,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,28937,20665,558,28379,19,19,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,6110.0,127.0,5983.0,564.0,12.0,552.0,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_stroke,frailty_head_to_head,nonfrail_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,28937,20665,558,28379,18,18,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,1.1090666121221775,0.1617639855036757,0.8077256550182145,1.522829864920444,0.5222135098003633,6674.0,139.0,6535.0,,,,,,,,,
share,incident_stroke,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,31291,22245,667,30624,20,20,PASS,,withdrawal_only,,,,,,,,,,,,,risk_ratio,1.0589921346348874,0.1520087234245544,0.7861450325280072,1.4265361921988644,0.7061230023290879,,,,6674.0,139.0,6535.0,810.0,33.0,777.0,1544.0,76.0,1468.0
share,incident_stroke,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,31291,22245,667,30624,20,20,PASS,,frailty_only,,,,,,,,,,,,,risk_ratio,1.4571861931865002,0.1830133236048349,1.0179672923177905,2.085913386056496,0.0396605288165019,,,,6674.0,139.0,6535.0,810.0,33.0,777.0,1544.0,76.0,1468.0
share,incident_stroke,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,31291,22245,667,30624,20,20,PASS,,both,,,,,,,,,,,,,risk_ratio,1.72680617370726,0.2104927955110608,1.1430672982816583,2.60864742262862,0.0094532419089206,,,,6674.0,139.0,6535.0,810.0,33.0,777.0,1544.0,76.0,1468.0
share,incident_heart_disease,frailty_head_to_head,M0_routine,PASS_BASELINE_FREE_RISK_SET,26644,18995,1340,25304,17,17,PASS,,__model__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_heart_disease,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,26644,18995,1340,25304,19,19,PASS,,loss_1,6223.0,348.0,5875.0,651.0,39.0,612.0,,,,,,,risk_ratio,0.9566953398298438,0.108227718402953,0.7738380093076392,1.1827617178833565,0.6825047368143459,,,,,,,,,,,,
share,incident_heart_disease,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,26644,18995,1340,25304,19,19,PASS,,loss_2plus,6223.0,348.0,5875.0,651.0,39.0,612.0,,,,,,,risk_ratio,0.911313091756686,0.2318851216307656,0.5784777188311646,1.4356500244904304,0.6887921884666282,,,,,,,,,,,,
share,incident_heart_disease,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,26644,18995,1340,25304,19,19,PASS,,prefrail,,,,,,,11161.0,646.0,10515.0,1661.0,195.0,1466.0,risk_ratio,1.365091323564885,0.0613486003750882,1.2104355855331124,1.539507218677315,3.915965129298213e-07,,,,,,,,,,,,
share,incident_heart_disease,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,26644,18995,1340,25304,19,19,PASS,,frail,,,,,,,11161.0,646.0,10515.0,1661.0,195.0,1466.0,risk_ratio,2.2401179966021814,0.1075639874552157,1.8143132112262228,2.7658557561345294,6.473569176629058e-14,,,,,,,,,,,,
share,incident_heart_disease,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,26644,18995,1340,25304,21,21,PASS,,prefrail,6223.0,348.0,5875.0,651.0,39.0,612.0,11161.0,646.0,10515.0,1661.0,195.0,1466.0,risk_ratio,1.365294420893945,0.061358754346519,1.2105915805608305,1.5397669087212589,3.883464737086792e-07,,,,,,,,,,,,
share,incident_heart_disease,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,26644,18995,1340,25304,21,21,PASS,,frail,6223.0,348.0,5875.0,651.0,39.0,612.0,11161.0,646.0,10515.0,1661.0,195.0,1466.0,risk_ratio,2.239474635362978,0.1075988753844253,1.8136681197916928,2.7652504819956625,6.730294311489356e-14,,,,,,,,,,,,
share,incident_heart_disease,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,26644,18995,1340,25304,21,21,PASS,,loss_1,6223.0,348.0,5875.0,651.0,39.0,612.0,11161.0,646.0,10515.0,1661.0,195.0,1466.0,risk_ratio,0.9632824201681692,0.1078021612745705,0.7798162277311815,1.1899124280918605,0.7285823357368553,,,,,,,,,,,,
share,incident_heart_disease,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,26644,18995,1340,25304,21,21,PASS,,loss_2plus,6223.0,348.0,5875.0,651.0,39.0,612.0,11161.0,646.0,10515.0,1661.0,195.0,1466.0,risk_ratio,0.9164065627794236,0.2310261695032346,0.5826910650464369,1.4412456937850429,0.7055358252740297,,,,,,,,,,,,
share,incident_heart_disease,frailty_head_to_head,M1b_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,26644,18995,1340,25304,18,18,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,0.9631999982139746,0.1049126773235246,0.7841779750848188,1.1830914231671097,0.7208036823601847,6874.0,387.0,6487.0,,,,,,,,,
share,incident_heart_disease,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,26644,18995,1340,25304,20,20,PASS,,prefrail,,,,,,,11161.0,646.0,10515.0,1661.0,195.0,1466.0,risk_ratio,1.3650062598165955,0.0613513829374393,1.2103535579900762,1.5394196819916055,3.941693334607128e-07,6874.0,387.0,6487.0,,,,,,,,,
share,incident_heart_disease,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,26644,18995,1340,25304,20,20,PASS,,frail,,,,,,,11161.0,646.0,10515.0,1661.0,195.0,1466.0,risk_ratio,2.239455921639032,0.1075604702148158,1.8137894880181296,2.7650192362973915,6.598321301088554e-14,6874.0,387.0,6487.0,,,,,,,,,
share,incident_heart_disease,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,26644,18995,1340,25304,20,20,PASS,,any_withdrawal,,,,,,,11161.0,646.0,10515.0,1661.0,195.0,1466.0,risk_ratio,0.9699668012526036,0.1045340600746195,0.7902733138246228,1.1905192533693445,0.770509804337837,6874.0,387.0,6487.0,,,,,,,,,
share,incident_heart_disease,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,26645,18995,1340,25305,20,20,PASS,,fried4,6224.0,348.0,5876.0,651.0,39.0,612.0,,,,,,,risk_ratio,1.2744962328251122,0.0311717396939545,1.1989611840135603,1.3547900208477734,7.188632720214503e-15,,,,,,,,,,,,
share,incident_heart_disease,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,26645,18995,1340,25305,20,20,PASS,,loss_1,6224.0,348.0,5876.0,651.0,39.0,612.0,,,,,,,risk_ratio,0.96568677377236,0.1076925985437421,0.7819305425494878,1.1926263194660267,0.7457739150110124,,,,,,,,,,,,
share,incident_heart_disease,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,26645,18995,1340,25305,20,20,PASS,,loss_2plus,6224.0,348.0,5876.0,651.0,39.0,612.0,,,,,,,risk_ratio,0.9307474114234736,0.2307448535046083,0.5921359945874716,1.462992879659381,0.7557818490701562,,,,,,,,,,,,
share,incident_heart_disease,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,27709,19596,1415,26294,20,20,PASS,,fi_per_0_1,6570.0,374.0,6196.0,693.0,45.0,648.0,,,,,,,risk_ratio,1.2126142961458086,0.026162834004767,1.1520009556913344,1.276416850136,1.7266927445923554e-13,,,,,,,,,,,,
share,incident_heart_disease,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,27709,19596,1415,26294,20,20,PASS,,loss_1,6570.0,374.0,6196.0,693.0,45.0,648.0,,,,,,,risk_ratio,0.9443092411786124,0.1042794914640499,0.769752974392809,1.1584494930711071,0.5826623650540088,,,,,,,,,,,,
share,incident_heart_disease,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,27709,19596,1415,26294,20,20,PASS,,loss_2plus,6570.0,374.0,6196.0,693.0,45.0,648.0,,,,,,,risk_ratio,0.9587176169510596,0.2183382023418636,0.624943698169274,1.4707556404598836,0.8468892743052099,,,,,,,,,,,,
share,incident_heart_disease,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,24983,17893,1145,23838,19,19,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,5308.0,245.0,5063.0,477.0,18.0,459.0,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_heart_disease,frailty_head_to_head,nonfrail_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,24983,17893,1145,23838,18,18,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,1.0057438639506482,0.1121875856675258,0.8072222898299024,1.2530881922097656,0.9592838697639112,5785.0,263.0,5522.0,,,,,,,,,
share,incident_heart_disease,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,26644,18995,1340,25304,20,20,PASS,,withdrawal_only,,,,,,,,,,,,,risk_ratio,0.9891516360135492,0.1061821072858229,0.8033050553187171,1.2179942757114672,0.9181806366369496,,,,5785.0,263.0,5522.0,572.0,71.0,501.0,1089.0,124.0,965.0
share,incident_heart_disease,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,26644,18995,1340,25304,20,20,PASS,,frailty_only,,,,,,,,,,,,,risk_ratio,1.8823482687151645,0.1227026008289751,1.479978259381706,2.394112874479144,2.537614655142371e-07,,,,5785.0,263.0,5522.0,572.0,71.0,501.0,1089.0,124.0,965.0
share,incident_heart_disease,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,26644,18995,1340,25304,20,20,PASS,,both,,,,,,,,,,,,,risk_ratio,1.5619545023686292,0.1555053804758452,1.1516008041597483,2.11853088210522,0.0041350819426124,,,,5785.0,263.0,5522.0,572.0,71.0,501.0,1089.0,124.0,965.0
share,incident_hypertension,frailty_head_to_head,M0_routine,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,17,17,PASS,,__model__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,19,19,PASS,,loss_1,3485.0,419.0,3066.0,343.0,43.0,300.0,,,,,,,risk_ratio,0.9317618852739448,0.0886154039822106,0.7832048579247527,1.1084969686598485,0.4251135343152442,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,19,19,PASS,,loss_2plus,3485.0,419.0,3066.0,343.0,43.0,300.0,,,,,,,risk_ratio,0.8519465943982019,0.2052224287473441,0.5698056131303074,1.2737905401095269,0.4349380078368841,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,19,19,PASS,,prefrail,,,,,,,6093.0,781.0,5312.0,767.0,147.0,620.0,risk_ratio,1.1336139818163518,0.0499456627301574,1.0279011894260277,1.2501986309473028,0.0120408925038421,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,19,19,PASS,,frail,,,,,,,6093.0,781.0,5312.0,767.0,147.0,620.0,risk_ratio,1.3450224461126976,0.1051316874054308,1.0945642956037396,1.652790418811468,0.0048110066452735,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,21,21,PASS,,prefrail,3485.0,419.0,3066.0,343.0,43.0,300.0,6093.0,781.0,5312.0,767.0,147.0,620.0,risk_ratio,1.1345637101663013,0.0499246268626143,1.028804769128027,1.2511944452953214,0.0114461166648706,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,21,21,PASS,,frail,3485.0,419.0,3066.0,343.0,43.0,300.0,6093.0,781.0,5312.0,767.0,147.0,620.0,risk_ratio,1.3441861416526713,0.1051329250188196,1.0938810669367305,1.6517667578532114,0.0049009378758529,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,21,21,PASS,,loss_1,3485.0,419.0,3066.0,343.0,43.0,300.0,6093.0,781.0,5312.0,767.0,147.0,620.0,risk_ratio,0.9311056289181824,0.0882441233087623,0.7832229743945346,1.106910446381275,0.4185604180860215,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,21,21,PASS,,loss_2plus,3485.0,419.0,3066.0,343.0,43.0,300.0,6093.0,781.0,5312.0,767.0,147.0,620.0,risk_ratio,0.8484921057061481,0.2048644499467109,0.5678934636883038,1.2677357629190842,0.4225721326874935,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M1b_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,18,18,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,0.9414237561853775,0.0858994600365024,0.7955498538459111,1.1140454421877717,0.4822400804374888,3828.0,462.0,3366.0,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,20,20,PASS,,prefrail,,,,,,,6093.0,781.0,5312.0,767.0,147.0,620.0,risk_ratio,1.134163671743237,0.0499261609985164,1.0284389281253756,1.250757044608182,0.0116811034932964,3828.0,462.0,3366.0,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,20,20,PASS,,frail,,,,,,,6093.0,781.0,5312.0,767.0,147.0,620.0,risk_ratio,1.344142512816918,0.1051026764732007,1.0939104140779576,1.6516152250773093,0.004893307894051,3828.0,462.0,3366.0,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,20,20,PASS,,any_withdrawal,,,,,,,6093.0,781.0,5312.0,767.0,147.0,620.0,risk_ratio,0.9411215782748316,0.0855339081224719,0.7958645061928072,1.1128902196323562,0.4780386292643778,3828.0,462.0,3366.0,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,15240,11095,1750,13490,20,20,PASS,,fried4,3486.0,419.0,3067.0,343.0,43.0,300.0,,,,,,,risk_ratio,1.0972516559228809,0.0288548163281766,1.03691935430958,1.161094342989814,0.0012981090077674,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,15240,11095,1750,13490,20,20,PASS,,loss_1,3486.0,419.0,3067.0,343.0,43.0,300.0,,,,,,,risk_ratio,0.9327073072508656,0.0883131605980848,0.7844641130128741,1.10896458686681,0.4302129065791532,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,15240,11095,1750,13490,20,20,PASS,,loss_2plus,3486.0,419.0,3067.0,343.0,43.0,300.0,,,,,,,risk_ratio,0.8550228766705414,0.2049630036039233,0.5721539621113102,1.2777402028857092,0.4447645592011644,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,15765,11419,1839,13926,20,20,PASS,,fi_per_0_1,3639.0,450.0,3189.0,375.0,50.0,325.0,,,,,,,risk_ratio,1.100903358394323,0.0270966700015214,1.0439614676263431,1.1609510907328775,0.0003885985220139,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,15765,11419,1839,13926,20,20,PASS,,loss_1,3639.0,450.0,3189.0,375.0,50.0,325.0,,,,,,,risk_ratio,0.9499593613526952,0.0860427384984371,0.8025374636319061,1.124461883857335,0.5507513812264201,,,,,,,,,,,,
